Gender,Age,States,Brand,Count
2,4,NM,New Balance,1
2,4,NM,Nike,16
2,4,NM,Puma,1
2,4,NM,Vans,1
2,4,NV,Nike,9
2,4,NV,Puma,1
2,4,NV,Reebok,1
2,4,NV,Toms,2
2,4,NV,Vans,3
2,4,NY,Adidas,16
2,4,NY,Allbirds,2
2,4,NY,Converse,12
2,4,NY,New Balance,11
2,4,NY,Nike,80
2,4,NY,Puma,6
2,4,NY,Reebok,2
2,4,NY,Skechers,2
2,4,NY,Toms,143
2,4,NY,Under Armour,1
2,4,NY,Vans,13
2,4,OH,Adidas,12
2,4,OH,Converse,3
2,4,OH,Keds,1
2,4,OH,New Balance,5
2,4,OH,Nike,44
2,4,OH,Reebok,2
2,4,OH,Skechers,4
2,4,OH,Toms,1
2,4,OH,Under Armour,1
2,4,OH,Vans,7
2,4,OK,Adidas,5
2,4,OK,Converse,1
2,4,OK,Nike,6
2,4,OK,Vans,2
2,4,OR,Adidas,9
2,4,OR,Converse,2
2,4,OR,New Balance,2
2,4,OR,Nike,25
2,4,OR,Puma,1
2,4,OR,Vans,3
2,4,PA,Adidas,8
2,4,PA,Converse,5
2,4,PA,Keds,2
2,4,PA,New Balance,1
2,4,PA,Nike,32
2,4,PA,Puma,3
2,4,PA,Reebok,1
2,4,PA,Skechers,1
2,4,PA,Toms,6
2,4,PA,Under Armour,2
2,4,PA,Vans,6
2,4,RI,Adidas,3
2,4,RI,Converse,1
2,4,RI,New Balance,2
2,4,RI,Nike,4
2,4,RI,Reebok,1
2,4,RI,Under Armour,1
2,4,SC,Adidas,3
2,4,SC,Converse,11
2,4,SC,New Balance,1
2,4,SC,Nike,10
2,4,SC,Vans,5
2,4,SD,Vans,1
2,4,TN,Adidas,1
2,4,TN,Converse,5
2,4,TN,New Balance,1
2,4,TN,Nike,15
2,4,TN,Puma,3
2,4,TN,Reebok,1
2,4,TN,Toms,2
2,4,TN,Under Armour,5
2,4,TN,Vans,4
2,4,TX,Adidas,56
2,4,TX,Converse,27
2,4,TX,Keds,1
2,4,TX,New Balance,5
2,4,TX,Nike,99
2,4,TX,Puma,11
2,4,TX,Reebok,6
2,4,TX,Toms,8
2,4,TX,Under Armour,3
2,4,TX,Vans,32
2,4,UT,Adidas,8
2,4,UT,Converse,9
2,4,UT,New Balance,1
2,4,UT,Nike,36
2,4,UT,Puma,3
2,4,UT,Reebok,1
2,4,UT,Toms,1
2,4,UT,Under Armour,1
2,4,UT,Vans,9
2,4,VA,Adidas,1
2,4,VA,Allbirds,1
2,4,VA,Converse,1
2,4,VA,New Balance,5
2,4,VA,Nike,28
2,4,VA,Puma,1
2,4,VA,Vans,2
2,4,VT,Nike,5
2,4,VT,Vans,2
2,4,WA,Adidas,10
2,4,WA,Converse,4
2,4,WA,Keds,1
2,4,WA,New Balance,4
2,4,WA,Nike,32
2,4,WA,Puma,4
2,4,WA,Reebok,1
2,4,WA,Toms,4
2,4,WA,Under Armour,2
2,4,WA,Vans,4
2,4,WI,Adidas,4
2,4,WI,Allbirds,1
2,4,WI,Converse,2
2,4,WI,Nike,9
2,4,WI,Puma,8
2,4,WI,Toms,1
2,4,WI,Under Armour,1
2,4,WI,Vans,3
2,4,WV,Nike,1
2,4,WY,Reebok,1
3,1,CA,Converse,1
3,1,CA,Skechers,1
3,1,IL,Nike,1
3,1,IL,Reebok,1
3,1,MN,Adidas,1
3,1,MS,Nike,1
3,1,TX,Nike,1
3,2,CA,Nike,1
3,2,FL,New Balance,1
3,2,GA,Converse,2
3,2,MA,Nike,1
3,2,MA,Puma,1
3,2,MD,Nike,1
3,2,MI,Vans,1
3,2,MN,Converse,1
3,2,NC,Adidas,1
3,2,NE,Nike,1
3,2,NJ,Converse,1
3,2,NY,Adidas,1
3,2,NY,Nike,1
3,2,NY,Vans,1
3,2,WA,Nike,1
3,2,WA,Toms,3
3,3,CA,Converse,1
3,3,GA,Nike,1
3,3,IL,Adidas,2
3,3,MD,Vans,1
3,3,PA,Vans,1
3,4,CA,Adidas,1
3,4,CA,Skechers,1
3,4,GA,Converse,1
3,4,KS,Converse,1
3,4,ME,New Balance,1
3,4,NM,Converse,1
3,4,VA,Nike,1
